country,year,iso_code,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2
natsinahgfA,1941,AFG,6528377,,,,,,,
natsinahgfA,1942,AFG,,,,,,,,
natsinahgfA,1943,AFG,6710138,,,,,,,
natsinahgfA,1944,AFG,6813016,,,,,,,
natsinahgfA,1945,AFG,,,,,,,,
natsinahgfA,1946,AFG,,,,,,,,
natsinahgfA,1947,AFG,7131209,,,,,,,
natsinahgfA,1948,AFG,7240542,,,,,,,
natsinahgfA,1949,AFG,7356890,,,,,,,
natsinahgfA,1950,AFG,,9421400064.000,0.000,0.021,0.000,0.000,0.063,
natsinahgfA,1951,AFG,7571542,9692279808.000,0.000,0.026,0.000,0.000,0.066,
natsinahgfA,1952,AFG,7667534,10017325056.000,0.000,0.032,0.000,0.000,0.060,
natsinahgfA,1953,AFG,,10630519808.000,,,,,,
natsinahgfA,1954,AFG,7864289,10866360320.000,,,,,,
natsinahgfA,1955,AFG,,11078185984.000,0.000,0.062,0.000,0.000,0.092,
natsinahgfA,1956,AFG,8087730,11581236224.000,,,,,,
natsinahgfA,1957,AFG,,11578973184.000,,,,,,
natsinahgfA,1958,AFG,8333827,12238841856.000,,,,,,
natsinahgfA,1959,AFG,8468220,12579874816.000,0.018,0.110,0.000,0.000,0.256,
natsinahgfA,1960,AFG,8622473,13033253888.000,0.018,0.127,0.000,0.000,0.269,
natsinahgfA,1961,AFG,,13146287104.000,0.022,0.176,0.000,0.000,0.293,
natsinahgfA,1962,AFG,8969055,13367633920.000,,,,,,
natsinahgfA,1963,AFG,,13630298112.000,0.051,0.264,0.000,0.000,0.392,
natsinahgfA,1964,AFG,9355510,13870503936.000,0.062,0.300,0.000,0.000,0.476,
natsinahgfA,1965,AFG,,14187419648.000,0.084,0.381,0.000,0.000,0.542,
natsinahgfA,1966,AFG,,14325264384.000,0.087,0.429,0.000,0.000,0.575,
natsinahgfA,1967,AFG,10010037,14734025728.000,,,,,,
natsinahgfA,1968,AFG,10247782,15254250496.000,,,,,,
natsinahgfA,1969,AFG,10494491,15493193728.000,0.051,0.363,0.000,0.000,0.528,
natsinahgfA,1970,AFG,,15812232192.000,0.047,0.437,0.297,0.217,0.672,
natsinahgfA,1971,AFG,11015853,15770513408.000,0.043,0.359,0.304,0.440,0.747,
natsinahgfA,1972,AFG,,13170552832.000,,,,,,
natsinahgfA,1973,AFG,11575308,13568630784.000,0.067,0.311,0.223,0.333,0.702,
natsinahgfA,1974,AFG,11869881,14309107712.000,,,,,,
natsinahgfA,1975,AFG,,15177767936.000,,,,,,
natsinahgfA,1976,AFG,12425276,16023605248.000,,,,,,
natsinahgfA,1977,AFG,12687308,15207360512.000,0.065,0.451,0.381,0.513,0.975,
natsinahgfA,1978,AFG,,16337829888.000,,,,,,
natsinahgfA,1979,AFG,,15913788416.000,0.064,0.352,0.267,0.385,1.165,
natsinahgfA,1980,AFG,12486640,15329836032.000,0.023,0.316,0.305,0.187,0.925,
natsinahgfA,1981,AFG,11155196,15645343744.000,0.033,0.333,0.293,0.304,1.015,
natsinahgfA,1982,AFG,,15980409856.000,0.039,0.385,0.282,0.396,0.993,
natsinahgfA,1983,AFG,9951447,16755333120.000,0.006,0.385,0.293,0.616,1.220,
natsinahgfA,1984,AFG,,17072152576.000,,,,,,
natsinahgfA,1985,AFG,10512220,17108480000.000,0.032,0.400,0.330,1.192,1.548,
natsinahgfA,1986,AFG,10448447,17641345024.000,0.038,0.425,0.330,1.202,1.140,
natsinahgfA,1987,AFG,,15810816000.000,,,,,,
natsinahgfA,1988,AFG,,14499068928.000,0.043,0.366,0.187,0.440,1.821,
natsinahgfA,1989,AFG,10673172,13489497088.000,,,,,,
natsinahgfA,1990,AFG,10694804,13065984000.000,0.046,0.278,0.026,0.403,1.271,
natsinahgfA,1991,AFG,10745168,12047362048.000,0.046,0.250,0.026,0.389,1.204,
natsinahgfA,1992,AFG,,12677539840.000,0.046,0.022,0.022,0.363,1.030,
natsinahgfA,1993,AFG,14003764,9834582016.000,0.047,0.018,0.022,0.352,1.048,
natsinahgfA,1994,AFG,15455560,7919856640.000,0.047,0.015,0.022,0.338,1.032,
natsinahgfA,1995,AFG,16418911,12307525632.000,0.047,0.015,0.022,0.322,1.011,
natsinahgfA,1996,AFG,17106600,12070125568.000,0.047,0.007,0.022,0.308,0.986,
natsinahgfA,1997,AFG,,11850753024.000,0.047,0.004,0.022,0.282,0.949,
natsinahgfA,1998,AFG,18493134,11692171264.000,0.047,0.004,0.022,0.264,0.942,
natsinahgfA,1999,AFG,,11517316096.000,0.047,0.004,0.022,0.242,0.777,
ainablA,1850,ALB,501490,,,,,,,
ainablA,1851,ALB,,,,,,,,
ainablA,1852,ALB,509659,,,,,,,
ainablA,1853,ALB,514536,,,,,,,
ainablA,1854,ALB,,,,,,,,
ainablA,1855,ALB,524430,,,,,,,
ainablA,1856,ALB,529449,,,,,,,
ainablA,1857,ALB,,,,,,,,
ainablA,1858,ALB,539629,,,,,,,
ainablA,1859,ALB,544793,,,,,,,
ainablA,1860,ALB,550006,,,,,,,
ainablA,1861,ALB,,,,,,,,
ainablA,1862,ALB,560582,,,,,,,
ainablA,1863,ALB,565946,,,,,,,
ainablA,1864,ALB,,,,,,,,
ainablA,1865,ALB,,,,,,,,
ainablA,1866,ALB,582348,,,,,,,
ainablA,1867,ALB,587920,,,,,,,
ainablA,1868,ALB,593546,,,,,,,
ainablA,1869,ALB,599215,,,,,,,
ainablA,1870,ALB,604928,428732992.000,,,,,,
ainablA,1871,ALB,610685,,,,,,,
ainablA,1872,ALB,,,,,,,,
ainablA,1873,ALB,,,,,,,,
ainablA,1874,ALB,628235,,,,,,,
ainablA,1875,ALB,634193,,,,,,,
ainablA,1876,ALB,640208,,,,,,,
ainablA,1877,ALB,646279,,,,,,,
ainablA,1878,ALB,,,,,,,,
ainablA,1879,ALB,658596,,,,,,,
ainablA,1880,ALB,,,,,,,,
ainablA,1881,ALB,,,,,,,,
ainablA,1882,ALB,,,,,,,,
ainablA,1883,ALB,683937,,,,,,,
ainablA,1884,ALB,,,,,,,,
ainablA,1885,ALB,696970,,,,,,,
ainablA,1886,ALB,703580,,,,,,,
ainablA,1887,ALB,,,,,,,,
ainablA,1888,ALB,716988,,,,,,,
ainablA,1889,ALB,723850,,,,,,,
ainablA,1890,ALB,,691878016.000,,,,,,
ainablA,1891,ALB,737961,,,,,,,
ainablA,1892,ALB,745214,,,,,,,
ainablA,1893,ALB,752600,,,,,,,
ainablA,1894,ALB,,,,,,,,
ainablA,1895,ALB,767593,,,,,,,
ainablA,1896,ALB,,,,,,,,
ainablA,1897,ALB,,,,,,,,
ainablA,1898,ALB,790645,,,,,,,
ainablA,1899,ALB,798342,,,,,,,
ainablA,1900,ALB,805974,873600000.000,,,,,,
ainablA,1901,ALB,,,,,,,,
ainablA,1902,ALB,821036,,,,,,,
ainablA,1903,ALB,,,,,,,,
ainablA,1904,ALB,,,,,,,,
ainablA,1905,ALB,,,,,,,,
ainablA,1906,ALB,851143,,,,,,,
ainablA,1907,ALB,858841,,,,,,,
ainablA,1908,ALB,866609,,,,,,,
ainablA,1909,ALB,874016,,,,,,,
ainablA,1910,ALB,881057,1086381952.000,,,,,,
ainablA,1911,ALB,,,,,,,,
ainablA,1912,ALB,894013,,,,,,,
ainablA,1913,ALB,899917,1161113984.000,,,,,,
ainablA,1914,ALB,905859,,,,,,,
ainablA,1915,ALB,,,,,,,,
ainablA,1916,ALB,,,,,,,,
ainablA,1917,ALB,923923,,,,,,,
ainablA,1918,ALB,929879,,,,,,,
ainablA,1919,ALB,935646,,,,,,,
ainablA,1920,ALB,,,,,,,,
ainablA,1921,ALB,946603,,,,,,,
ainablA,1922,ALB,951788,,,,,,,
ainablA,1923,ALB,956775,,,,,,,
ainablA,1924,ALB,961788,,,,,,,
ainablA,1925,ALB,966828,,,,,,,
ainablA,1926,ALB,971893,,,,,,,
ainablA,1927,ALB,976986,,,,,,,
ainablA,1928,ALB,982104,,,,,,,
ainablA,1929,ALB,988255,1442051968.000,,,,,,
ainablA,1930,ALB,995454,,,,,,,
ainablA,1931,ALB,1003716,,,,,,,
ainablA,1932,ALB,1013057,,,,,,,
ainablA,1933,ALB,,,,,,,,
ainablA,1934,ALB,,,0.000,0.000,0.000,0.000,0.007,
ainablA,1935,ALB,1044694,,0.000,0.000,0.000,0.000,0.018,
ainablA,1936,ALB,1055458,,0.004,0.000,0.000,0.000,0.125,
ainablA,1937,ALB,1066333,,0.007,0.000,0.000,0.000,0.289,
ainablA,1938,ALB,,,0.000,0.000,0.000,0.000,0.348,
ainablA,1939,ALB,1088816,,0.000,0.000,0.000,0.000,0.432,
ainablA,1940,ALB,1100833,,0.000,0.000,0.000,0.000,0.692,
ainablA,1941,ALB,1113381,,0.007,0.000,0.000,0.000,0.619,
ainablA,1942,ALB,1126469,,0.000,0.000,0.000,0.000,0.744,
ainablA,1943,ALB,1140109,,0.000,0.000,0.000,0.000,0.462,
ainablA,1944,ALB,,,0.000,0.000,0.000,0.000,0.154,
ainablA,1945,ALB,1167887,,0.000,0.000,0.000,0.000,0.121,
ainablA,1946,ALB,1182028,,0.000,0.022,0.000,0.000,0.462,
ainablA,1947,ALB,1196341,,,,,,,
ainablA,1948,ALB,1210827,,,,,,,
ainablA,1949,ALB,1229519,,,,,,,
ainablA,1950,ALB,,1958540928.000,0.007,0.043,0.000,0.000,0.246,
ainablA,1951,ALB,,2089362304.000,0.007,0.073,0.000,0.011,0.311,
ainablA,1952,ALB,,2138255872.000,0.007,0.076,0.000,0.011,0.279,
ainablA,1953,ALB,1366747,2282159616.000,0.007,0.114,0.000,0.018,0.275,
ainablA,1954,ALB,,2415072768.000,,,,,,
ainablA,1955,ALB,1453732,2620052736.000,0.022,0.220,0.000,0.037,0.385,
ainablA,1956,ALB,,2728373248.000,0.033,0.249,0.000,0.048,0.509,
ainablA,1957,ALB,1549575,2986969600.000,0.036,0.275,0.000,0.059,1.136,
ainablA,1958,ALB,1600986,3216275456.000,0.040,0.289,0.000,0.066,0.806,
ainablA,1959,ALB,1655022,3458495232.000,0.036,0.337,0.000,0.077,0.993,
ainablA,1960,ALB,1711189,3754262784.000,0.036,0.326,0.000,0.084,1.576,
ainablA,1961,ALB,,3909912832.000,0.058,0.322,0.000,0.084,1.814,
ainablA,1962,ALB,1828234,4163081984.000,,,,,,
ainablA,1963,ALB,1888302,4433270272.000,0.065,0.282,0.000,0.084,1.649,
ainablA,1964,ALB,1949020,4719963648.000,0.062,0.333,0.000,0.084,1.535,
ainablA,1965,ALB,2009793,5029350912.000,0.073,0.395,0.000,0.084,1.620,
ainablA,1966,ALB,2070694,5354307584.000,0.069,0.477,0.000,0.103,1.901,
ainablA,1967,ALB,2132447,5706156544.000,0.109,0.524,0.000,0.128,1.916,
ainablA,1968,ALB,,6073281536.000,,,,,,
ainablA,1969,ALB,2259797,6468810240.000,0.164,0.689,0.000,0.169,2.220,
ainablA,1970,ALB,2324733,6888218624.000,0.178,0.891,0.000,0.187,2.483,
ainablA,1971,ALB,2389820,7337364480.000,0.178,0.989,0.000,0.242,2.939,
ainablA,1972,ALB,,7811524608.000,0.197,1.081,0.000,0.278,4.082,
ainablA,1973,ALB,2520442,8317288448.000,0.256,1.169,0.000,0.366,3.495,
ainablA,1974,ALB,,8539399680.000,0.278,1.210,0.000,0.429,2.424,
ainablA,1975,ALB,,8761643008.000,,,,,,
ainablA,1976,ALB,2713564,8996929536.000,0.349,1.272,0.000,0.671,2.655,
ainablA,1977,ALB,2774798,9235805184.000,,,,,,
ainablA,1978,ALB,2833317,9474237440.000,0.402,2.126,0.000,0.678,3.285,
ainablA,1979,ALB,,9727295488.000,,,,,,
ainablA,1980,ALB,2941650,9993752576.000,0.503,2.323,0.000,0.773,1.572,
ainablA,1981,ALB,2992391,10248711168.000,0.396,2.644,0.000,0.806,3.494,
ainablA,1982,ALB,3041188,10517106688.000,0.419,2.880,0.000,0.865,3.144,
ainablA,1983,ALB,,10795983872.000,0.424,3.103,0.000,0.975,3.129,
ainablA,1984,ALB,3131731,11080088576.000,,,,,,
ainablA,1985,ALB,,11371456512.000,0.433,3.723,0.000,0.971,2.755,
ainablA,1986,ALB,3207129,11669744640.000,0.430,3.708,0.000,1.052,2.869,
ainablA,1987,ALB,3237677,11975300096.000,0.438,3.735,0.000,0.451,2.823,
ainablA,1988,ALB,3263019,12296424448.000,0.379,4.018,0.000,0.356,2.577,
ainablA,1989,ALB,,12617018368.000,0.387,4.056,0.000,0.447,4.096,
ainablA,1990,ALB,3295073,12947849216.000,,,,,,
ainablA,1991,ALB,3302087,9375856640.000,0.307,1.480,0.000,0.275,2.228,
ainablA,1992,ALB,3303738,8745674752.000,0.103,0.800,0.000,0.198,1.416,
ainablA,1993,ALB,,9636341760.000,0.103,0.600,0.000,0.157,1.478,
ainablA,1994,ALB,,10596114432.000,0.052,0.169,0.000,0.099,1.605,
ainablA,1995,ALB,3284370,11600732160.000,0.103,0.161,0.000,0.051,1.773,
ainablA,1996,ALB,,12468868096.000,,,,,,
ainablA,1997,ALB,3253721,11020137472.000,,,,,,
ainablA,1998,ALB,3232185,12026242048.000,,,,,,
ainablA,1999,ALB,3208265,13673693184.000,0.055,0.110,0.000,0.029,2.792,
aireglA,1850,DZA,2852648,,,,,,,
aireglA,1851,DZA,,,,,,,,
aireglA,1852,DZA,2897058,,,,,,,
aireglA,1853,DZA,2926664,,,,,,,
aireglA,1854,DZA,,,,,,,,
aireglA,1855,DZA,2986788,,,,,,,
aireglA,1856,DZA,3017311,,,,,,,
aireglA,1857,DZA,3048147,,,,,,,
aireglA,1858,DZA,,,,,,,,
aireglA,1859,DZA,3110766,,,,,,,
aireglA,1860,DZA,3142556,,,,,,,
aireglA,1861,DZA,3174671,,,,,,,
aireglA,1862,DZA,3207115,,,,,,,
aireglA,1863,DZA,,,,,,,,
aireglA,1864,DZA,3272999,,,,,,,
aireglA,1865,DZA,3306447,,,,,,,
aireglA,1866,DZA,3340237,,,,,,,
aireglA,1867,DZA,3374372,,,,,,,
aireglA,1868,DZA,3408856,,,,,,,
aireglA,1869,DZA,,,,,,,,
aireglA,1870,DZA,,4304640000.000,,,,,,
aireglA,1871,DZA,3514436,,,,,,,
aireglA,1872,DZA,,,,,,,,
aireglA,1873,DZA,,,,,,,,
aireglA,1874,DZA,3623285,,,,,,,
aireglA,1875,DZA,,,,,,,,
aireglA,1876,DZA,,,,,,,,
aireglA,1877,DZA,,,,,,,,
aireglA,1878,DZA,,,,,,,,
aireglA,1879,DZA,3812243,,,,,,,
aireglA,1880,DZA,3851201,,,,,,,
aireglA,1881,DZA,,,,,,,,
aireglA,1882,DZA,3930315,,,,,,,
aireglA,1883,DZA,,,,,,,,
aireglA,1884,DZA,4011054,,,,,,,
aireglA,1885,DZA,4052043,,,,,,,
aireglA,1886,DZA,,,,,,,,
aireglA,1887,DZA,,,,,,,,
aireglA,1888,DZA,4177542,,,,,,,
aireglA,1889,DZA,,,,,,,,
aireglA,1890,DZA,,,,,,,,
aireglA,1891,DZA,4305104,,,,,,,
aireglA,1892,DZA,4347882,,,,,,,
aireglA,1893,DZA,4390784,,,,,,,
aireglA,1894,DZA,4434110,,,,,,,
aireglA,1895,DZA,,,,,,,,
aireglA,1896,DZA,4522048,,,,,,,
aireglA,1897,DZA,4566669,,,,,,,
aireglA,1898,DZA,4611731,,,,,,,
aireglA,1899,DZA,,,,,,,,
aireglA,1900,DZA,,,,,,,,
aireglA,1901,DZA,,,,,,,,
aireglA,1902,DZA,,,,,,,,
aireglA,1903,DZA,4939332,,,,,,,
aireglA,1904,DZA,5020372,,,,,,,
aireglA,1905,DZA,5102742,,,,,,,
aireglA,1906,DZA,5186463,,,,,,,
aireglA,1907,DZA,5271557,,,,,,,
aireglA,1908,DZA,,,,,,,,
aireglA,1909,DZA,,,,,,,,
aireglA,1910,DZA,5497750,,,,,,,
aireglA,1911,DZA,,,,,,,,
aireglA,1912,DZA,,,,,,,,
aireglA,1913,DZA,5620343,10191437824.000,,,,,,
aireglA,1914,DZA,5649420,,,,,,,
aireglA,1915,DZA,5678648,,,,,,,
aireglA,1916,DZA,5708027,,,0.000,0.000,0.000,0.004,
aireglA,1917,DZA,,,,0.004,0.000,0.000,0.004,
aireglA,1918,DZA,5766569,,,0.015,0.000,0.000,0.004,
aireglA,1919,DZA,5802743,,,0.015,0.000,0.000,0.003,
aireglA,1920,DZA,5846192,,,0.018,0.000,0.000,0.004,
aireglA,1921,DZA,5897033,,,0.026,0.000,0.000,0.000,
aireglA,1922,DZA,,,,0.022,0.000,0.000,0.003,
aireglA,1923,DZA,6021355,,,0.011,0.000,0.000,0.004,
aireglA,1924,DZA,6088060,,,,,,,
aireglA,1925,DZA,,,,,,,,
aireglA,1926,DZA,6223696,,,0.037,0.000,0.000,0.004,
aireglA,1927,DZA,6292643,,,0.055,0.000,0.000,0.004,
aireglA,1928,DZA,,,,,,,,
aireglA,1929,DZA,,,0.028,0.042,0.000,0.000,0.011,
aireglA,1930,DZA,,,0.033,0.044,0.000,0.000,0.007,
aireglA,1931,DZA,6628718,,0.038,0.057,0.000,0.000,0.004,
aireglA,1932,DZA,6737455,,0.044,0.066,0.000,0.000,0.004,
aireglA,1933,DZA,,,0.036,0.081,0.000,0.000,0.004,
aireglA,1934,DZA,6977885,,0.047,0.092,0.000,0.000,0.000,
aireglA,1935,DZA,7101299,,0.032,0.100,0.000,0.000,0.000,
aireglA,1936,DZA,7226895,,0.033,0.018,0.000,0.000,0.000,
aireglA,1937,DZA,7354713,,,,,,,
aireglA,1938,DZA,,,0.000,0.033,0.000,0.000,0.000,
aireglA,1939,DZA,,,0.000,0.051,0.000,0.110,0.000,
aireglA,1940,DZA,7739370,,0.000,0.147,0.000,0.092,0.000,
aireglA,1941,DZA,7863680,,0.000,0.213,0.000,0.099,0.000,
aireglA,1942,DZA,7985870,,0.000,0.392,0.000,0.106,0.000,
aireglA,1943,DZA,8105839,,0.040,0.311,0.000,0.117,0.000,
aireglA,1944,DZA,,,,,,,,
aireglA,1945,DZA,,,,,,,,
aireglA,1946,DZA,8476669,,0.058,0.569,0.000,0.135,0.000,
aireglA,1947,DZA,,,0.062,0.546,0.000,0.136,0.000,
aireglA,1948,DZA,,,0.065,0.598,0.000,0.139,0.000,
aireglA,1949,DZA,8871792,,,,,,,
aireglA,1950,DZA,9019866,19350554624.000,0.160,1.883,0.000,0.000,1.740,
aireglA,1951,DZA,9271741,19480383488.000,0.222,2.041,0.000,0.000,1.869,
aireglA,1952,DZA,9521703,20349999104.000,0.240,1.843,0.000,0.000,1.806,
aireglA,1953,DZA,,20798191616.000,,,,,,
aireglA,1954,DZA,10011548,22019014656.000,0.327,1.484,0.000,0.000,2.341,
aireglA,1955,DZA,,22665783296.000,0.334,1.594,0.000,0.000,2.678,
aireglA,1956,DZA,10473167,24891404288.000,0.323,1.761,0.000,0.000,2.911,
aireglA,1957,DZA,10703259,27721039872.000,,,,,,
aireglA,1958,DZA,10933788,28728694784.000,0.418,1.810,0.000,0.000,2.986,
aireglA,1959,DZA,,33993146368.000,,,,,,
aireglA,1960,DZA,11394309,36306128896.000,0.523,1.257,0.000,0.000,4.371,
aireglA,1961,DZA,11598615,31896877056.000,,,,,,
aireglA,1962,DZA,11778265,25126164480.000,0.432,0.406,0.000,0.688,4.134,
aireglA,1963,DZA,11969449,31766970368.000,0.436,0.253,0.000,0.605,4.126,
aireglA,1964,DZA,,33433417728.000,0.389,0.282,0.000,1.191,3.781,
aireglA,1965,DZA,,35661975552.000,,,,,,
aireglA,1966,DZA,,33932634112.000,0.327,0.271,0.000,1.850,5.972,
aireglA,1967,DZA,12897121,37094768640.000,0.360,0.190,0.000,1.791,6.091,
aireglA,1968,DZA,,41423888384.000,0.429,0.202,0.000,1.884,6.536,
aireglA,1969,DZA,13491022,45387460608.000,0.469,0.451,0.000,2.476,7.868,
aireglA,1970,DZA,13795915,49945669632.000,0.458,0.971,6.657,0.136,6.837,
aireglA,1971,DZA,14110269,45701218304.000,,,,,,
aireglA,1972,DZA,,55293906944.000,0.458,0.649,16.821,3.136,7.258,
aireglA,1973,DZA,14786473,57097850880.000,0.498,0.821,24.435,3.147,9.376,
aireglA,1974,DZA,,60577882112.000,0.465,0.700,18.653,2.451,9.607,
aireglA,1975,DZA,,64883814400.000,0.469,0.791,14.991,4.459,11.291,
aireglA,1976,DZA,16500516,69150105600.000,0.688,0.586,20.758,6.063,11.035,
aireglA,1977,DZA,,75438030848.000,,,,,,
aireglA,1978,DZA,17632646,85103919104.000,1.321,0.572,23.541,23.856,13.165,
aireglA,1979,DZA,,92753895424.000,1.841,0.894,19.284,8.167,15.359,
aireglA,1980,DZA,,94481645568.000,2.022,1.608,18.686,25.479,18.620,
aireglA,1981,DZA,19351356,96860520448.000,2.165,1.909,12.946,11.165,18.157,
aireglA,1982,DZA,20000098,103073660928.000,2.126,1.975,9.259,7.170,18.642,
aireglA,1983,DZA,20682110,108430385152.000,2.318,3.148,8.406,16.610,22.022,
aireglA,1984,DZA,21393532,114406670336.000,2.661,4.027,10.981,30.510,22.768,
aireglA,1985,DZA,,120364212224.000,2.920,3.078,16.407,27.700,22.504,
aireglA,1986,DZA,22882560,119145037824.000,,,,,,
aireglA,1987,DZA,23586098,118321217536.000,3.591,2.968,12.117,40.117,25.091,
aireglA,1988,DZA,24243024,115821715456.000,3.415,2.975,11.061,38.972,27.285,
aireglA,1989,DZA,,119762427904.000,3.223,2.986,11.772,36.673,25.153,
aireglA,1990,DZA,25518074,117843181568.000,2.989,2.942,8.695,38.908,23.204,
aireglA,1991,DZA,26133906,121105145856.000,2.969,2.689,8.654,38.428,26.066,
aireglA,1992,DZA,26748302,127982690304.000,,,,,,
aireglA,1993,DZA,27354326,130275778560.000,2.988,1.924,12.941,36.098,27.993,
aireglA,1994,DZA,27937006,134279856128.000,,,,,,
aireglA,1995,DZA,,145054662656.000,,,,,,
aireglA,1996,DZA,28984640,156579119104.000,3.006,1.407,17.653,50.567,27.407,
aireglA,1997,DZA,29476030,164644454400.000,3.271,1.381,14.691,39.007,30.019,
aireglA,1998,DZA,,179962888192.000,3.446,2.110,13.249,54.641,33.090,
aireglA,1999,DZA,,193179779072.000,3.435,2.173,12.733,50.920,22.188,
arrodnA,1750,AND,2221,,,,,,,
arrodnA,1751,AND,,,,,,,,
arrodnA,1752,AND,,,,,,,,
arrodnA,1753,AND,,,0.000,,,,,
arrodnA,1754,AND,,,0.000,,,,,
arrodnA,1755,AND,,,0.000,,,,,
arrodnA,1756,AND,,,0.000,,,,,
arrodnA,1757,AND,,,0.000,,,,,
arrodnA,1758,AND,,,,,,,,
arrodnA,1759,AND,,,0.000,,,,,
arrodnA,1760,AND,2338,,0.000,,,,,
arrodnA,1761,AND,,,0.000,,,,,
arrodnA,1762,AND,,,0.000,,,,,
arrodnA,1763,AND,,,0.000,,,,,
arrodnA,1764,AND,,,0.000,,,,,
arrodnA,1765,AND,,,0.000,,,,,
arrodnA,1766,AND,,,0.000,,,,,
arrodnA,1767,AND,,,,,,,,
